location_id,process_id,date,poll,timezone,unit,source,value
2+26,station_day_mad,2020-09-23,pm10,Asia/Shanghai,µg/m3,mee,65.46101812540667
2+26,station_day_mad,2020-09-23,pm25,Asia/Shanghai,µg/m3,mee,44.08787565342964
2+26,station_day_mad,2020-09-24,pm10,Asia/Shanghai,µg/m3,mee,78.96106893237834
2+26,station_day_mad,2020-09-24,pm25,Asia/Shanghai,µg/m3,mee,50.96522540385082
2+26,station_day_mad,2020-09-25,pm10,Asia/Shanghai,µg/m3,mee,79.04674552594169
2+26,station_day_mad,2020-09-25,pm25,Asia/Shanghai,µg/m3,mee,51.22662355900475
2+26,station_day_mad,2020-09-26,pm10,Asia/Shanghai,µg/m3,mee,77.91436192017504
2+26,station_day_mad,2020-09-26,pm25,Asia/Shanghai,µg/m3,mee,45.63702175360276
2+26,station_day_mad,2020-09-27,pm10,Asia/Shanghai,µg/m3,mee,80.98183388823712
2+26,station_day_mad,2020-09-27,pm25,Asia/Shanghai,µg/m3,mee,46.37313377434741
2+26,station_day_mad,2020-09-28,pm10,Asia/Shanghai,µg/m3,mee,57.05221216150618
2+26,station_day_mad,2020-09-28,pm25,Asia/Shanghai,µg/m3,mee,29.412245681588374
2+26,station_day_mad,2020-09-29,pm10,Asia/Shanghai,µg/m3,mee,49.006749897369545
2+26,station_day_mad,2020-09-29,pm25,Asia/Shanghai,µg/m3,mee,26.094585687580608
2+26,station_day_mad,2020-09-30,pm10,Asia/Shanghai,µg/m3,mee,82.77217012820503
2+26,station_day_mad,2020-09-30,pm25,Asia/Shanghai,µg/m3,mee,46.648364798638504
2+26,station_day_mad,2020-10-01,pm10,Asia/Shanghai,µg/m3,mee,63.46843177458549
2+26,station_day_mad,2020-10-01,pm25,Asia/Shanghai,µg/m3,mee,31.400168668916567
2+26,station_day_mad,2020-10-02,pm10,Asia/Shanghai,µg/m3,mee,63.760697253790376
2+26,station_day_mad,2020-10-02,pm25,Asia/Shanghai,µg/m3,mee,28.27475286925007
2+26,station_day_mad,2020-10-03,pm10,Asia/Shanghai,µg/m3,mee,48.114971263473485
2+26,station_day_mad,2020-10-03,pm25,Asia/Shanghai,µg/m3,mee,15.3245648017734
2+26,station_day_mad,2020-10-04,pm10,Asia/Shanghai,µg/m3,mee,50.07635036233119
2+26,station_day_mad,2020-10-04,pm25,Asia/Shanghai,µg/m3,mee,18.57544509906195
2+26,station_day_mad,2020-10-05,pm10,Asia/Shanghai,µg/m3,mee,76.29725214477628
2+26,station_day_mad,2020-10-05,pm25,Asia/Shanghai,µg/m3,mee,35.7035974594032
2+26,station_day_mad,2020-10-06,pm10,Asia/Shanghai,µg/m3,mee,85.14725728019715
2+26,station_day_mad,2020-10-06,pm25,Asia/Shanghai,µg/m3,mee,43.928630614177486
2+26,station_day_mad,2020-10-07,pm10,Asia/Shanghai,µg/m3,mee,106.3274278229696
2+26,station_day_mad,2020-10-07,pm25,Asia/Shanghai,µg/m3,mee,63.52799931910433
2+26,station_day_mad,2020-10-08,pm10,Asia/Shanghai,µg/m3,mee,119.49868303701174
2+26,station_day_mad,2020-10-08,pm25,Asia/Shanghai,µg/m3,mee,73.21682514115453
2+26,station_day_mad,2020-10-09,pm10,Asia/Shanghai,µg/m3,mee,139.2314168528083
2+26,station_day_mad,2020-10-09,pm25,Asia/Shanghai,µg/m3,mee,89.68517512365618
2+26,station_day_mad,2020-10-10,pm10,Asia/Shanghai,µg/m3,mee,123.19199300130767
2+26,station_day_mad,2020-10-10,pm25,Asia/Shanghai,µg/m3,mee,78.23969926475961
2+26,station_day_mad,2020-10-11,pm10,Asia/Shanghai,µg/m3,mee,59.40883382544388
2+26,station_day_mad,2020-10-11,pm25,Asia/Shanghai,µg/m3,mee,25.179806810994975
2+26,station_day_mad,2020-10-12,pm10,Asia/Shanghai,µg/m3,mee,78.62962305953185
2+26,station_day_mad,2020-10-12,pm25,Asia/Shanghai,µg/m3,mee,37.993012196140114
2+26,station_day_mad,2020-10-13,pm10,Asia/Shanghai,µg/m3,mee,54.3784213622986
2+26,station_day_mad,2020-10-13,pm25,Asia/Shanghai,µg/m3,mee,31.140036820063994
2+26,station_day_mad,2020-10-14,pm10,Asia/Shanghai,µg/m3,mee,78.54402012937481
2+26,station_day_mad,2020-10-14,pm25,Asia/Shanghai,µg/m3,mee,53.19317253600529
2+26,station_day_mad,2020-10-15,pm10,Asia/Shanghai,µg/m3,mee,72.58213298845986
2+26,station_day_mad,2020-10-15,pm25,Asia/Shanghai,µg/m3,mee,45.36144031742059
2+26,station_day_mad,2020-10-16,pm10,Asia/Shanghai,µg/m3,mee,76.91995916958
2+26,station_day_mad,2020-10-16,pm25,Asia/Shanghai,µg/m3,mee,40.956016492379725
2+26,station_day_mad,2020-10-17,pm10,Asia/Shanghai,µg/m3,mee,97.4659478575103
2+26,station_day_mad,2020-10-17,pm25,Asia/Shanghai,µg/m3,mee,56.39966680746509
2+26,station_day_mad,2020-10-18,pm10,Asia/Shanghai,µg/m3,mee,115.68038947907502
2+26,station_day_mad,2020-10-18,pm25,Asia/Shanghai,µg/m3,mee,71.05864935162205
2+26,station_day_mad,2020-10-19,pm10,Asia/Shanghai,µg/m3,mee,128.8253400083114
2+26,station_day_mad,2020-10-19,pm25,Asia/Shanghai,µg/m3,mee,86.39083901172046
2+26,station_day_mad,2020-10-20,pm10,Asia/Shanghai,µg/m3,mee,160.15409294331516
2+26,station_day_mad,2020-10-20,pm25,Asia/Shanghai,µg/m3,mee,51.90790905974653
2+26,station_day_mad,2020-10-21,pm10,Asia/Shanghai,µg/m3,mee,137.29944833281536
2+26,station_day_mad,2020-10-21,pm25,Asia/Shanghai,µg/m3,mee,36.63823331903463
2+26,station_day_mad,2020-10-22,pm10,Asia/Shanghai,µg/m3,mee,78.53459620245116
2+26,station_day_mad,2020-10-22,pm25,Asia/Shanghai,µg/m3,mee,25.705372131048925
2+26,station_day_mad,2020-10-23,pm10,Asia/Shanghai,µg/m3,mee,101.40389759942339
2+26,station_day_mad,2020-10-23,pm25,Asia/Shanghai,µg/m3,mee,44.50484266323498
2+26,station_day_mad,2020-10-24,pm10,Asia/Shanghai,µg/m3,mee,140.46766093796674
2+26,station_day_mad,2020-10-24,pm25,Asia/Shanghai,µg/m3,mee,73.74600107266637
2+26,station_day_mad,2020-10-25,pm10,Asia/Shanghai,µg/m3,mee,175.49641842919428
2+26,station_day_mad,2020-10-25,pm25,Asia/Shanghai,µg/m3,mee,99.03560235489036
2+26,station_day_mad,2020-10-26,pm10,Asia/Shanghai,µg/m3,mee,118.02430786506471
2+26,station_day_mad,2020-10-26,pm25,Asia/Shanghai,µg/m3,mee,53.922428087514
2+26,station_day_mad,2020-10-27,pm10,Asia/Shanghai,µg/m3,mee,87.83803838803244
2+26,station_day_mad,2020-10-27,pm25,Asia/Shanghai,µg/m3,mee,36.555781278425094
2+26,station_day_mad,2020-10-28,pm10,Asia/Shanghai,µg/m3,mee,101.65757373570723
2+26,station_day_mad,2020-10-28,pm25,Asia/Shanghai,µg/m3,mee,51.680971496800304
2+26,station_day_mad,2020-10-29,pm10,Asia/Shanghai,µg/m3,mee,115.37200998072421
2+26,station_day_mad,2020-10-29,pm25,Asia/Shanghai,µg/m3,mee,70.53038608356295
2+26,station_day_mad,2020-10-30,pm10,Asia/Shanghai,µg/m3,mee,148.5015176025778
2+26,station_day_mad,2020-10-30,pm25,Asia/Shanghai,µg/m3,mee,77.24907640375618
2+26,station_day_mad,2020-10-31,pm10,Asia/Shanghai,µg/m3,mee,120.91620389030464
2+26,station_day_mad,2020-10-31,pm25,Asia/Shanghai,µg/m3,mee,45.111590375214426
2+26,station_day_mad,2020-11-01,pm10,Asia/Shanghai,µg/m3,mee,78.05395094393593
2+26,station_day_mad,2020-11-01,pm25,Asia/Shanghai,µg/m3,mee,25.637703619896662
2+26,station_day_mad,2020-11-02,pm10,Asia/Shanghai,µg/m3,mee,71.25370990818512
2+26,station_day_mad,2020-11-02,pm25,Asia/Shanghai,µg/m3,mee,25.230914590391492
2+26,station_day_mad,2020-11-03,pm10,Asia/Shanghai,µg/m3,mee,102.69123725855214
2+26,station_day_mad,2020-11-03,pm25,Asia/Shanghai,µg/m3,mee,44.07343437529409
2+26,station_day_mad,2020-11-04,pm10,Asia/Shanghai,µg/m3,mee,121.3808400264826
2+26,station_day_mad,2020-11-04,pm25,Asia/Shanghai,µg/m3,mee,63.01746773283719
2+26,station_day_mad,2020-11-05,pm10,Asia/Shanghai,µg/m3,mee,115.54852581792612
2+26,station_day_mad,2020-11-05,pm25,Asia/Shanghai,µg/m3,mee,54.01662334748227
2+26,station_day_mad,2020-11-06,pm10,Asia/Shanghai,µg/m3,mee,119.36731527236017
2+26,station_day_mad,2020-11-06,pm25,Asia/Shanghai,µg/m3,mee,34.53322904167843
2+26,station_day_mad,2020-11-07,pm10,Asia/Shanghai,µg/m3,mee,75.59556148316483
2+26,station_day_mad,2020-11-07,pm25,Asia/Shanghai,µg/m3,mee,24.18058481561051
2+26,station_day_mad,2020-11-08,pm10,Asia/Shanghai,µg/m3,mee,97.27772790502071
2+26,station_day_mad,2020-11-08,pm25,Asia/Shanghai,µg/m3,mee,39.979402967955956
2+26,station_day_mad,2020-11-09,pm10,Asia/Shanghai,µg/m3,mee,137.12677586875907
2+26,station_day_mad,2020-11-09,pm25,Asia/Shanghai,µg/m3,mee,68.52672178518905
2+26,station_day_mad,2020-11-10,pm10,Asia/Shanghai,µg/m3,mee,158.97957728079336
2+26,station_day_mad,2020-11-10,pm25,Asia/Shanghai,µg/m3,mee,88.98181912509126
2+26,station_day_mad,2020-11-11,pm10,Asia/Shanghai,µg/m3,mee,154.66397720745994
2+26,station_day_mad,2020-11-11,pm25,Asia/Shanghai,µg/m3,mee,95.71453749367191
2+26,station_day_mad,2020-11-12,pm10,Asia/Shanghai,µg/m3,mee,148.2467134803315
2+26,station_day_mad,2020-11-12,pm25,Asia/Shanghai,µg/m3,mee,92.73640028532968
2+26,station_day_mad,2020-11-13,pm10,Asia/Shanghai,µg/m3,mee,139.27088235564065
2+26,station_day_mad,2020-11-13,pm25,Asia/Shanghai,µg/m3,mee,86.865058155176
2+26,station_day_mad,2020-11-14,pm10,Asia/Shanghai,µg/m3,mee,148.1533801189831
2+26,station_day_mad,2020-11-14,pm25,Asia/Shanghai,µg/m3,mee,101.02280044481886
2+26,station_day_mad,2020-11-15,pm10,Asia/Shanghai,µg/m3,mee,169.32327906887133
2+26,station_day_mad,2020-11-15,pm25,Asia/Shanghai,µg/m3,mee,118.62670155361015
2+26,station_day_mad,2020-11-16,pm10,Asia/Shanghai,µg/m3,mee,119.6661536070343
2+26,station_day_mad,2020-11-16,pm25,Asia/Shanghai,µg/m3,mee,87.57657862155163
2+26,station_day_mad,2020-11-17,pm10,Asia/Shanghai,µg/m3,mee,32.27511305579658
2+26,station_day_mad,2020-11-17,pm25,Asia/Shanghai,µg/m3,mee,26.941265198803865
2+26,station_day_mad,2020-11-18,pm10,Asia/Shanghai,µg/m3,mee,31.8604624231876
2+26,station_day_mad,2020-11-18,pm25,Asia/Shanghai,µg/m3,mee,20.550088716287206
2+26,station_day_mad,2020-11-19,pm10,Asia/Shanghai,µg/m3,mee,48.392624911219976
2+26,station_day_mad,2020-11-19,pm25,Asia/Shanghai,µg/m3,mee,31.070575773180643
2+26,station_day_mad,2020-11-20,pm10,Asia/Shanghai,µg/m3,mee,50.23535236208122
2+26,station_day_mad,2020-11-20,pm25,Asia/Shanghai,µg/m3,mee,40.924988372253864
2+26,station_day_mad,2020-11-21,pm10,Asia/Shanghai,µg/m3,mee,39.12095589379507
2+26,station_day_mad,2020-11-21,pm25,Asia/Shanghai,µg/m3,mee,31.41628713679877
2+26,station_day_mad,2020-11-22,pm10,Asia/Shanghai,µg/m3,mee,54.38191056230154
2+26,station_day_mad,2020-11-22,pm25,Asia/Shanghai,µg/m3,mee,36.103349840007255
2+26,station_day_mad,2020-11-23,pm10,Asia/Shanghai,µg/m3,mee,94.65517058529448
2+26,station_day_mad,2020-11-23,pm25,Asia/Shanghai,µg/m3,mee,67.23382279420954
2+26,station_day_mad,2020-11-24,pm10,Asia/Shanghai,µg/m3,mee,119.56000394819038
2+26,station_day_mad,2020-11-24,pm25,Asia/Shanghai,µg/m3,mee,85.70114944924552
2+26,station_day_mad,2020-11-25,pm10,Asia/Shanghai,µg/m3,mee,95.22953767389748
2+26,station_day_mad,2020-11-25,pm25,Asia/Shanghai,µg/m3,mee,66.59008563899869
2+26,station_day_mad,2020-11-26,pm10,Asia/Shanghai,µg/m3,mee,81.24855264473597
2+26,station_day_mad,2020-11-26,pm25,Asia/Shanghai,µg/m3,mee,52.36657659640371
2+26,station_day_mad,2020-11-27,pm10,Asia/Shanghai,µg/m3,mee,74.04414224654724
2+26,station_day_mad,2020-11-27,pm25,Asia/Shanghai,µg/m3,mee,48.20393226050873
2+26,station_day_mad,2020-11-28,pm10,Asia/Shanghai,µg/m3,mee,107.70703931472369
2+26,station_day_mad,2020-11-28,pm25,Asia/Shanghai,µg/m3,mee,73.23022012642636
2+26,station_day_mad,2020-11-29,pm10,Asia/Shanghai,µg/m3,mee,120.99123079992694
2+26,station_day_mad,2020-11-29,pm25,Asia/Shanghai,µg/m3,mee,87.02826814300599
2+26,station_day_mad,2020-11-30,pm10,Asia/Shanghai,µg/m3,mee,115.25467502883176
2+26,station_day_mad,2020-11-30,pm25,Asia/Shanghai,µg/m3,mee,85.05308705283751
2+26,station_day_mad,2020-12-01,pm10,Asia/Shanghai,µg/m3,mee,100.53546515346028
2+26,station_day_mad,2020-12-01,pm25,Asia/Shanghai,µg/m3,mee,84.30265157266446
2+26,station_day_mad,2020-12-02,pm10,Asia/Shanghai,µg/m3,mee,76.47736830651233
2+26,station_day_mad,2020-12-02,pm25,Asia/Shanghai,µg/m3,mee,56.48000776397515
2+26,station_day_mad,2020-12-03,pm10,Asia/Shanghai,µg/m3,mee,84.28224523140857
2+26,station_day_mad,2020-12-03,pm25,Asia/Shanghai,µg/m3,mee,56.59084839809194
2+26,station_day_mad,2020-12-04,pm10,Asia/Shanghai,µg/m3,mee,113.20766416837239
2+26,station_day_mad,2020-12-04,pm25,Asia/Shanghai,µg/m3,mee,80.2036848002541
2+26,station_day_mad,2020-12-05,pm10,Asia/Shanghai,µg/m3,mee,130.13864468985355
2+26,station_day_mad,2020-12-05,pm25,Asia/Shanghai,µg/m3,mee,96.86462395070947
2+26,station_day_mad,2020-12-06,pm10,Asia/Shanghai,µg/m3,mee,93.58400666717927
2+26,station_day_mad,2020-12-06,pm25,Asia/Shanghai,µg/m3,mee,63.50355044474855
2+26,station_day_mad,2020-12-07,pm10,Asia/Shanghai,µg/m3,mee,80.60327784374041
2+26,station_day_mad,2020-12-07,pm25,Asia/Shanghai,µg/m3,mee,47.239463325954006
2+26,station_day_mad,2020-12-08,pm10,Asia/Shanghai,µg/m3,mee,127.09310651745756
2+26,station_day_mad,2020-12-08,pm25,Asia/Shanghai,µg/m3,mee,85.86220674869443
2+26,station_day_mad,2020-12-09,pm10,Asia/Shanghai,µg/m3,mee,137.78420255948228
2+26,station_day_mad,2020-12-09,pm25,Asia/Shanghai,µg/m3,mee,99.41060101350322
2+26,station_day_mad,2020-12-10,pm10,Asia/Shanghai,µg/m3,mee,137.60060812291195
2+26,station_day_mad,2020-12-10,pm25,Asia/Shanghai,µg/m3,mee,98.3769462751545
2+26,station_day_mad,2020-12-11,pm10,Asia/Shanghai,µg/m3,mee,139.2021841020355
2+26,station_day_mad,2020-12-11,pm25,Asia/Shanghai,µg/m3,mee,104.19218458360781
2+26,station_day_mad,2020-12-12,pm10,Asia/Shanghai,µg/m3,mee,79.30844055174897
2+26,station_day_mad,2020-12-12,pm25,Asia/Shanghai,µg/m3,mee,32.34981796158409
2+26,station_day_mad,2020-12-13,pm10,Asia/Shanghai,µg/m3,mee,49.80662115605064
2+26,station_day_mad,2020-12-13,pm25,Asia/Shanghai,µg/m3,mee,21.570460362438023
2+26,station_day_mad,2020-12-14,pm10,Asia/Shanghai,µg/m3,mee,78.025507616698
2+26,station_day_mad,2020-12-14,pm25,Asia/Shanghai,µg/m3,mee,40.26542528195489
2+26,station_day_mad,2020-12-15,pm10,Asia/Shanghai,µg/m3,mee,99.56441379736991
2+26,station_day_mad,2020-12-15,pm25,Asia/Shanghai,µg/m3,mee,58.31936141944759
2+26,station_day_mad,2020-12-16,pm10,Asia/Shanghai,µg/m3,mee,117.23887783471773
2+26,station_day_mad,2020-12-16,pm25,Asia/Shanghai,µg/m3,mee,73.86305510232619
2+26,station_day_mad,2020-12-17,pm10,Asia/Shanghai,µg/m3,mee,85.31383647347897
2+26,station_day_mad,2020-12-17,pm25,Asia/Shanghai,µg/m3,mee,52.047780137333824
2+26,station_day_mad,2020-12-18,pm10,Asia/Shanghai,µg/m3,mee,78.72545329131562
2+26,station_day_mad,2020-12-18,pm25,Asia/Shanghai,µg/m3,mee,45.2629233057477
2+26,station_day_mad,2020-12-19,pm10,Asia/Shanghai,µg/m3,mee,91.15143947545094
2+26,station_day_mad,2020-12-19,pm25,Asia/Shanghai,µg/m3,mee,57.347784312287054
2+26,station_day_mad,2020-12-20,pm10,Asia/Shanghai,µg/m3,mee,106.8481311020073
2+26,station_day_mad,2020-12-20,pm25,Asia/Shanghai,µg/m3,mee,71.80565282405541
2+26,station_day_mad,2020-12-21,pm10,Asia/Shanghai,µg/m3,mee,125.17172316158108
2+26,station_day_mad,2020-12-21,pm25,Asia/Shanghai,µg/m3,mee,88.19985613211392
2+26,station_day_mad,2020-12-22,pm10,Asia/Shanghai,µg/m3,mee,132.11756829556384
2+26,station_day_mad,2020-12-22,pm25,Asia/Shanghai,µg/m3,mee,71.68553071453783
2+26,station_day_mad,2020-12-23,pm10,Asia/Shanghai,µg/m3,mee,99.1816467083071
2+26,station_day_mad,2020-12-23,pm25,Asia/Shanghai,µg/m3,mee,44.92547276414103
2+26,station_day_mad,2020-12-24,pm10,Asia/Shanghai,µg/m3,mee,106.65372859716341
2+26,station_day_mad,2020-12-24,pm25,Asia/Shanghai,µg/m3,mee,56.55197521562053
2+26,station_day_mad,2020-12-25,pm10,Asia/Shanghai,µg/m3,mee,140.29744361253262
2+26,station_day_mad,2020-12-25,pm25,Asia/Shanghai,µg/m3,mee,88.40460525438273
2+26,station_day_mad,2020-12-26,pm10,Asia/Shanghai,µg/m3,mee,179.6667794366231
2+26,station_day_mad,2020-12-26,pm25,Asia/Shanghai,µg/m3,mee,123.96538594620992
2+26,station_day_mad,2020-12-27,pm10,Asia/Shanghai,µg/m3,mee,187.57210467687352
2+26,station_day_mad,2020-12-27,pm25,Asia/Shanghai,µg/m3,mee,135.0021687149902
2+26,station_day_mad,2020-12-28,pm10,Asia/Shanghai,µg/m3,mee,88.3534285786047
2+26,station_day_mad,2020-12-28,pm25,Asia/Shanghai,µg/m3,mee,33.14731961804802
2+26,station_day_mad,2020-12-29,pm10,Asia/Shanghai,µg/m3,mee,51.32656752951128
2+26,station_day_mad,2020-12-29,pm25,Asia/Shanghai,µg/m3,mee,13.710741025425763
2+26,station_day_mad,2020-12-30,pm10,Asia/Shanghai,µg/m3,mee,52.666206459864455
2+26,station_day_mad,2020-12-30,pm25,Asia/Shanghai,µg/m3,mee,21.771359175458798
2+26,station_day_mad,2020-12-31,pm10,Asia/Shanghai,µg/m3,mee,75.99395394234249
2+26,station_day_mad,2020-12-31,pm25,Asia/Shanghai,µg/m3,mee,39.59073408655328
2+26,station_day_mad,2021-01-01,pm10,Asia/Shanghai,µg/m3,mee,112.42835649703096
2+26,station_day_mad,2021-01-01,pm25,Asia/Shanghai,µg/m3,mee,68.85742721586828
2+26,station_day_mad,2021-01-02,pm10,Asia/Shanghai,µg/m3,mee,124.53935650383515
2+26,station_day_mad,2021-01-02,pm25,Asia/Shanghai,µg/m3,mee,83.2758586199111
2+26,station_day_mad,2021-01-03,pm10,Asia/Shanghai,µg/m3,mee,127.19938535096144
2+26,station_day_mad,2021-01-03,pm25,Asia/Shanghai,µg/m3,mee,85.98238151240868
2+26,station_day_mad,2021-01-04,pm10,Asia/Shanghai,µg/m3,mee,67.2860157838329
2+26,station_day_mad,2021-01-04,pm25,Asia/Shanghai,µg/m3,mee,38.520531662948024
2+26,station_day_mad,2021-01-05,pm10,Asia/Shanghai,µg/m3,mee,116.87562029317897
2+26,station_day_mad,2021-01-05,pm25,Asia/Shanghai,µg/m3,mee,31.91314946219631
2+26,station_day_mad,2021-01-06,pm10,Asia/Shanghai,µg/m3,mee,55.806987149872526
2+26,station_day_mad,2021-01-06,pm25,Asia/Shanghai,µg/m3,mee,15.864875401700875
2+26,station_day_mad,2021-01-07,pm10,Asia/Shanghai,µg/m3,mee,53.92786747926885
2+26,station_day_mad,2021-01-07,pm25,Asia/Shanghai,µg/m3,mee,20.324902157968992
2+26,station_day_mad,2021-01-08,pm10,Asia/Shanghai,µg/m3,mee,59.19212963786223
2+26,station_day_mad,2021-01-08,pm25,Asia/Shanghai,µg/m3,mee,24.70135626579408
2+26,station_day_mad,2021-01-09,pm10,Asia/Shanghai,µg/m3,mee,54.927742769822245
2+26,station_day_mad,2021-01-09,pm25,Asia/Shanghai,µg/m3,mee,26.294361495002978
2+26,station_day_mad,2021-01-10,pm10,Asia/Shanghai,µg/m3,mee,119.95192064956339
2+26,station_day_mad,2021-01-10,pm25,Asia/Shanghai,µg/m3,mee,33.189196820454555
2+26,station_day_mad,2021-01-11,pm10,Asia/Shanghai,µg/m3,mee,233.94492811476954
2+26,station_day_mad,2021-01-11,pm25,Asia/Shanghai,µg/m3,mee,54.487698091288614
2+26,station_day_mad,2021-01-12,pm10,Asia/Shanghai,µg/m3,mee,356.5446473717664
2+26,station_day_mad,2021-01-12,pm25,Asia/Shanghai,µg/m3,mee,90.36335866556821
2+26,station_day_mad,2021-01-13,pm10,Asia/Shanghai,µg/m3,mee,267.71899576130687
2+26,station_day_mad,2021-01-13,pm25,Asia/Shanghai,µg/m3,mee,93.86726820304071
2+26,station_day_mad,2021-01-14,pm10,Asia/Shanghai,µg/m3,mee,205.3179986612842
2+26,station_day_mad,2021-01-14,pm25,Asia/Shanghai,µg/m3,mee,69.68893095500366
2+26,station_day_mad,2021-01-15,pm10,Asia/Shanghai,µg/m3,mee,134.14990238141522
2+26,station_day_mad,2021-01-15,pm25,Asia/Shanghai,µg/m3,mee,50.77557020669993
2+26,station_day_mad,2021-01-16,pm10,Asia/Shanghai,µg/m3,mee,92.94832105252515
2+26,station_day_mad,2021-01-16,pm25,Asia/Shanghai,µg/m3,mee,31.2712904285398
2+26,station_day_mad,2021-01-17,pm10,Asia/Shanghai,µg/m3,mee,104.11038975366093
2+26,station_day_mad,2021-01-17,pm25,Asia/Shanghai,µg/m3,mee,36.98120421918482
2+26,station_day_mad,2021-01-18,pm10,Asia/Shanghai,µg/m3,mee,97.31348610067619
2+26,station_day_mad,2021-01-18,pm25,Asia/Shanghai,µg/m3,mee,48.148454904779015
2+26,station_day_mad,2021-01-19,pm10,Asia/Shanghai,µg/m3,mee,123.60339141634506
2+26,station_day_mad,2021-01-19,pm25,Asia/Shanghai,µg/m3,mee,80.25831944215551
2+26,station_day_mad,2021-01-20,pm10,Asia/Shanghai,µg/m3,mee,171.48804585042458
2+26,station_day_mad,2021-01-20,pm25,Asia/Shanghai,µg/m3,mee,122.93419828480488
2+26,station_day_mad,2021-01-21,pm10,Asia/Shanghai,µg/m3,mee,186.8908764250482
2+26,station_day_mad,2021-01-21,pm25,Asia/Shanghai,µg/m3,mee,139.1598496903743
2+26,station_day_mad,2021-01-22,pm10,Asia/Shanghai,µg/m3,mee,157.86012648851738
2+26,station_day_mad,2021-01-22,pm25,Asia/Shanghai,µg/m3,mee,118.02071597467847
2+26,station_day_mad,2021-01-23,pm10,Asia/Shanghai,µg/m3,mee,197.05736274245976
2+26,station_day_mad,2021-01-23,pm25,Asia/Shanghai,µg/m3,mee,152.84530228624732
2+26,station_day_mad,2021-01-24,pm10,Asia/Shanghai,µg/m3,mee,171.02686194588486
2+26,station_day_mad,2021-01-24,pm25,Asia/Shanghai,µg/m3,mee,142.6782354368592
2+26,station_day_mad,2021-01-25,pm10,Asia/Shanghai,µg/m3,mee,141.6370049051862
2+26,station_day_mad,2021-01-25,pm25,Asia/Shanghai,µg/m3,mee,106.62193335505567
2+26,station_day_mad,2021-01-26,pm10,Asia/Shanghai,µg/m3,mee,151.30230083826024
2+26,station_day_mad,2021-01-26,pm25,Asia/Shanghai,µg/m3,mee,91.34131724665322
2+26,station_day_mad,2021-01-27,pm10,Asia/Shanghai,µg/m3,mee,136.72463005912522
2+26,station_day_mad,2021-01-27,pm25,Asia/Shanghai,µg/m3,mee,27.02270113955696
2+26,station_day_mad,2021-01-28,pm10,Asia/Shanghai,µg/m3,mee,118.40057657837032
2+26,station_day_mad,2021-01-28,pm25,Asia/Shanghai,µg/m3,mee,39.33057036503431
2+26,station_day_mad,2021-01-29,pm10,Asia/Shanghai,µg/m3,mee,110.36762218198618
2+26,station_day_mad,2021-01-29,pm25,Asia/Shanghai,µg/m3,mee,48.70816510414966
2+26,station_day_mad,2021-01-30,pm10,Asia/Shanghai,µg/m3,mee,108.0489487814856
2+26,station_day_mad,2021-01-30,pm25,Asia/Shanghai,µg/m3,mee,61.16209747699976
2+26,station_day_mad,2021-01-31,pm10,Asia/Shanghai,µg/m3,mee,113.89135740011224
2+26,station_day_mad,2021-01-31,pm25,Asia/Shanghai,µg/m3,mee,46.92003088425596
2+26,station_day_mad,2021-02-01,pm10,Asia/Shanghai,µg/m3,mee,75.73043528815178
2+26,station_day_mad,2021-02-01,pm25,Asia/Shanghai,µg/m3,mee,30.401378304890702
2+26,station_day_mad,2021-02-02,pm10,Asia/Shanghai,µg/m3,mee,107.74750907050725
2+26,station_day_mad,2021-02-02,pm25,Asia/Shanghai,µg/m3,mee,52.257978206713005
2+26,station_day_mad,2021-02-03,pm10,Asia/Shanghai,µg/m3,mee,108.75598134747435
2+26,station_day_mad,2021-02-03,pm25,Asia/Shanghai,µg/m3,mee,56.82814434972982
2+26,station_day_mad,2021-02-04,pm10,Asia/Shanghai,µg/m3,mee,107.18792666570737
2+26,station_day_mad,2021-02-04,pm25,Asia/Shanghai,µg/m3,mee,58.88871761702303
2+26,station_day_mad,2021-02-05,pm10,Asia/Shanghai,µg/m3,mee,111.44576233638065
2+26,station_day_mad,2021-02-05,pm25,Asia/Shanghai,µg/m3,mee,42.65353668961117
2+26,station_day_mad,2021-02-06,pm10,Asia/Shanghai,µg/m3,mee,93.84697263837687
2+26,station_day_mad,2021-02-06,pm25,Asia/Shanghai,µg/m3,mee,36.57660962975702
2+26,station_day_mad,2021-02-07,pm10,Asia/Shanghai,µg/m3,mee,68.31530868454425
2+26,station_day_mad,2021-02-07,pm25,Asia/Shanghai,µg/m3,mee,40.50614684673844
2+26,station_day_mad,2021-02-08,pm10,Asia/Shanghai,µg/m3,mee,92.87648776740009
2+26,station_day_mad,2021-02-08,pm25,Asia/Shanghai,µg/m3,mee,62.40862159935574
2+26,station_day_mad,2021-02-09,pm10,Asia/Shanghai,µg/m3,mee,123.03087732533562
2+26,station_day_mad,2021-02-09,pm25,Asia/Shanghai,µg/m3,mee,90.24752463027588
2+26,station_day_mad,2021-02-10,pm10,Asia/Shanghai,µg/m3,mee,143.5157549299121
2+26,station_day_mad,2021-02-10,pm25,Asia/Shanghai,µg/m3,mee,113.30087312900926
2+26,station_day_mad,2021-02-11,pm10,Asia/Shanghai,µg/m3,mee,162.60739895647237
2+26,station_day_mad,2021-02-11,pm25,Asia/Shanghai,µg/m3,mee,135.67288440355082
2+26,station_day_mad,2021-02-12,pm10,Asia/Shanghai,µg/m3,mee,146.56097188924167
